Pair,Correlation,Combined Market Cap,Combined Change %
ONYC-APXUSD,0.2322,$618.35M,1.28
APT-DCR,0.2321,$804.87M,12.78
COMP-SAFE,0.2321,$357.68M,3.9
GLM-OKB,0.2321,$2.40B,22.77
ZEN-REAL,0.2321,$383.95M,9.93
FLOKI-GOMINING,0.2321,$380.82M,14.53
ATH-BP,0.2321,$198.05M,31.47
USDGO-AERO,0.2321,$1.86B,24.96
DOT-APXUSD,0.232,$1.84B,-4.45
EURSAFO-SEI,0.232,$1.54B,-2.14
OZO-CARDS,0.232,$257.38M,-12.34
DCR-QTUM,0.232,$392.30M,29.74
EURC-XLM,0.232,$6.72B,-6.0
PYTH-APYUSD,0.232,$610.50M,36.59
OKB-CC,0.232,$6.60B,7.85
MON-PUMP,0.2319,$1.98B,18.51
ZEN-MELANIA,0.2319,$243.43M,24.41
OZO-FIL,0.2319,$758.57M,-1.31
BFUSD-ZRO,0.2319,$1.69B,10.91
HTX-BGB,0.2319,$2.87B,1.05
IMX-CARDS,0.2318,$241.25M,-17.26
TEL-TRAC,0.2318,$315.02M,-22.37
BSV-CARDS,0.2318,$468.65M,7.63
PYUSD-WEMIX,0.2317,$2.97B,-13.14
PROM-BGBTC,0.2317,$187.74M,212.51
MET-AERO,0.2316,$611.88M,66.39
SAND-TRX,0.2316,$31.63B,-11.57
LDO-LEO,0.2316,$8.81B,86.2
EURC-AERO,0.2316,$976.25M,25.33
TIA-DRV,0.2316,$527.90M,38.92
SN64-XMR,0.2316,$10.13B,43.09
MORPHO-ASTER,0.2315,$3.70B,28.3
MX-ENA,0.2315,$1.81B,44.26
STRCX-SYRUP,0.2315,$408.25M,35.36
LIT-USDTB,0.2315,$1.67B,110.65
KITE-CRVUSD,0.2315,$569.55M,-15.42
REUSD-EDGE,0.2315,$465.74M,3.34
USDAI-ENA,0.2315,$1.93B,44.2
XPL-AERO,0.2315,$768.58M,41.63
KCS-OHM,0.2315,$1.27B,13.38
ICP-DYDX,0.2314,$1.53B,-3.25
RLB-CHZ,0.2314,$271.26M,-7.32
LIT-SN51,0.2314,$1.27B,165.56
ANSEM-WIF,0.2313,$298.72M,19.04
CHIP-BDX,0.2313,$731.76M,38.43
SHORT-BORG,0.2313,$277.01M,23.6
A7A5-MINA,0.2313,$549.99M,28.86
REAL-APYUSD,0.2312,$436.75M,8.59
USTBL-GOMINING,0.2311,$308.05M,13.59
DYDX-BTT,0.231,$393.43M,-2.73
REAL-WBT,0.231,$8.88B,38.16
VSN-NEAR,0.2309,$3.06B,19.95
VSN-FLUID,0.2309,$258.51M,22.23
TRX-WIF,0.2309,$31.72B,14.19
DOT-ZAMA,0.2308,$1.65B,30.22
GHO-USDTB,0.2307,$1.18B,0.01
MORPHO-SENT,0.2307,$1.83B,18.2
SAND-DCR,0.2307,$416.11M,6.68
WBT-APXUSD,0.2307,$8.95B,31.16
PUMP-APEPE,0.2307,$1.92B,9.46
MARSCOIN-LUNC,0.2306,$464.29M,-36.98
SNX-BORG,0.2306,$303.19M,2.0
SUI-OZO,0.2306,$3.26B,-0.17
GRT-APXUSD,0.2306,$506.07M,-7.59
SAFE-LEO,0.2305,$8.64B,63.81
OZO-USDGO,0.2305,$1.48B,-0.58
NEAR-TRX,0.2305,$34.43B,3.17
XEC-QTUM,0.2304,$235.12M,25.46
SAFE-RAIL,0.2304,$278.72M,-18.39
FDUSD-BCH,0.2303,$5.30B,8.72
GHO-VET,0.2303,$1.29B,19.88
APT-UB,0.2303,$843.13M,-1.49
MX-XLM,0.2303,$6.42B,-6.26
BTT-USDF,0.2303,$1.63B,4.7
NEO-OKB,0.2303,$2.44B,22.9
ZAMA-XPL,0.2303,$389.01M,51.17
S-TRUMP,0.2303,$723.99M,-18.34
STRCX-PENDLE,0.2302,$488.01M,28.22
SHFL-VIRTUAL,0.2302,$589.48M,7.45
JUP-ADA,0.2302,$8.61B,-29.26
JUP-MINA,0.2302,$812.84M,-13.21
JUP-KAU,0.2302,$1.05B,-47.81
APXUSD-BGBTC,0.2302,$414.12M,12.75
AVAX-GNO,0.2301,$3.50B,14.79
SHORT-XPL,0.2301,$357.33M,31.4
EURCV-BCH,0.23,$5.15B,9.01
MORPHO-GRASS,0.23,$1.97B,19.3
JASMY-USDGO,0.23,$1.57B,-3.84
OUSG-STRCX,0.2299,$491.59M,3.31
GT-APXUSD,0.2299,$1.23B,16.2
JUP-AXS,0.2299,$880.16M,-48.73
EGLD-XLM,0.2299,$6.40B,22.47
JUP-STX,0.2298,$1.21B,-27.17
DRV-XAUT,0.2298,$2.90B,34.45
FDUSD-BORG,0.2297,$513.45M,8.91
FLR-USDD,0.2297,$2.06B,-4.72
BSV-JUP,0.2297,$1.05B,-28.75
GRT-SENT,0.2297,$281.80M,-9.67
HNT-CRCLON,0.2297,$236.80M,29.8
NFT-PAXG,0.2296,$2.16B,-3.32
VET-SENT,0.2296,$688.71M,17.64
FRXUSD-UB,0.2296,$452.01M,4.83
USELESS-HNT,0.2296,$346.33M,134.77
ZRO-VVV,0.2296,$1.22B,14.26
GOMINING-PENDLE,0.2296,$471.04M,38.5
XTZ-BGBTC,0.2295,$347.13M,-0.39
BC-GT,0.2295,$1.01B,143.7
SHFL-KCS,0.2295,$1.11B,6.44
USELESS-BTSE,0.2295,$366.62M,104.1
PIEVERSE-TRAC,0.2295,$441.55M,30.87
THETA-BC,0.2294,$277.71M,133.88
TIBBIR-USDF,0.2294,$1.58B,59.61
EUTBL-SEI,0.2294,$1.20B,-2.2
NFT-APEPE,0.2294,$476.96M,-3.86
DYDX-AAVE,0.2294,$2.11B,44.42
USD0-WLD,0.2294,$1.95B,-11.19
OZO-APXUSD,0.2294,$445.35M,-0.74
ZAMA-QTUM,0.2294,$220.77M,45.16
ZANO-VIRTUAL,0.2294,$545.63M,-6.84
AWE-SENT,0.2294,$213.45M,3.66
FDUSD-ZAMA,0.2293,$463.23M,34.56
GHO-COMP,0.2293,$895.14M,3.56
GT-USDTB,0.2293,$1.39B,16.37
ZEN-PYTH,0.2293,$557.69M,37.93
LEO-TRUMP,0.2293,$9.09B,64.21
APT-TWT,0.2292,$771.50M,27.04
GUSD-1INCH,0.2292,$277.83M,13.45
LIT-APEPE,0.2292,$1.42B,111.43
ANSEM-JST,0.2292,$982.94M,18.3
REAL-HTX,0.2292,$1.73B,3.96
BP-TIA,0.2292,$451.04M,38.11
BORG-AERO,0.2292,$688.26M,33.82
IMX-MORPHO,0.2291,$1.85B,14.96
BC-NEO,0.2291,$251.64M,125.62
PENGU-A7A5,0.2291,$977.58M,5.52
BFUSD-ZEC,0.229,$18.65B,61.61
XEC-HBAR,0.2289,$3.60B,13.0
NFT-XAUT,0.2289,$2.95B,-3.27
A7A5-OKB,0.2289,$2.74B,18.54
FLUID-CASH,0.2289,$231.87M,4.65
QTUM-OHM,0.2288,$392.09M,19.54
MX-1INCH,0.2287,$288.50M,13.52
LIT-HASH,0.2287,$1.65B,100.38
EGLD-HASH,0.2287,$611.18M,18.58
FLUID-ZBCN,0.2287,$290.69M,-8.81
XDC-BDX,0.2287,$1.17B,36.73
XEC-JASMY,0.2286,$358.16M,10.97
VET-USDGO,0.2286,$1.95B,19.88
STABLE-TIA,0.2285,$1.09B,-1.26
VET-CARDS,0.2285,$725.01M,8.11
USDT-CHZ,0.2285,$183.56B,-24.43
BDX-AERO,0.2285,$1.13B,49.27
FDUSD-SHFL,0.2284,$481.73M,1.99
FDUSD-USDD,0.2284,$1.81B,0.01
MON-PIEVERSE,0.2284,$594.27M,48.05
EUTBL-UUSD,0.2284,$982.67M,0.74
EURSAFO-ETHFI,0.2283,$1.77B,41.49
IMX-SN51,0.2283,$198.89M,49.44
IMX-AWE,0.2283,$227.26M,0.42
BCH-SHORT,0.2283,$5.06B,23.4
PIEVERSE-INJ,0.2283,$771.32M,29.64
DRV-PAXG,0.2283,$2.10B,34.41
GOMINING-币安人生,0.2283,$653.54M,-0.68
USX-ASTER,0.2282,$2.20B,7.85
VET-USDY,0.2282,$2.78B,20.14
JUP-ENS,0.2282,$961.32M,-37.27
AKE-BDX,0.2282,$1.07B,3088.91
DRV-AAVE,0.2282,$2.19B,84.85
SOSO-AI,0.2282,$324.83M,9.61
EURSAFO-VVV,0.2281,$2.08B,4.07
VSN-CHIP,0.2281,$266.28M,13.71
PROM-KMNO,0.2281,$229.26M,230.2
JUP-ACRED,0.2281,$812.12M,-47.43
USDS-GOMINING,0.2281,$9.95B,13.35
A-APEPE,0.2281,$367.13M,10.83
OKB-TRAC,0.228,$2.44B,17.28
1INCH-HTX,0.228,$1.61B,10.54
APEPE-DASH,0.228,$1.09B,41.13
JTO-ONDO,0.2279,$2.00B,-16.84
BSV-BDX,0.2279,$957.30M,62.6
LDO-MELANIA,0.2279,$434.69M,44.05
PUMP-STRK,0.2279,$1.88B,-0.65
SFP-ADA,0.2279,$8.03B,28.11
DYDX-ZBCN,0.2278,$286.17M,-20.79
ASTER-XDC,0.2278,$2.51B,2.12
CC-OHM,0.2278,$4.61B,-7.89
OZO-FET,0.2277,$497.55M,-12.42
USDD-RENDER,0.2277,$2.24B,-6.07
PC0000077-ZRO,0.2276,$465.03M,10.87
MON-USDAI,0.2276,$579.92M,9.88
BAT-GOMINING,0.2276,$244.30M,0.72
PC0000085-ZRO,0.2276,$465.15M,10.87
ATOM-GOMINING,0.2276,$949.60M,6.09
PC0000031-ZRO,0.2276,$567.53M,10.87
DCR-AI,0.2276,$520.16M,33.42
PC0000015-ZRO,0.2276,$471.00M,10.87
PC0000023-ZRO,0.2276,$479.53M,10.87
ZRO-PC0000097,0.2276,$499.03M,10.87
ZRO-PC0000033,0.2276,$527.53M,10.87
DOT-TRX,0.2275,$33.04B,-3.46
LDO-UB,0.2274,$664.06M,27.54
ZAMA-FARTCOIN,0.2274,$290.45M,18.92
NEAR-APYUSD,0.2274,$3.10B,4.09
HASH-CHZ,0.2274,$609.28M,-34.75
JUP-PYTH,0.2273,$1.14B,-13.31
EURC-ENA,0.2273,$2.12B,44.53
KOGE-EIGEN,0.2272,$398.96M,5.06
NEAR-ULTIMA,0.2272,$3.09B,-1.52
A-APYUSD,0.2272,$315.91M,11.79
PIEVERSE-KAS,0.2272,$1.12B,34.05
GHO-DYDX,0.2271,$797.41M,-7.36
2Z-DASH,0.2271,$1.03B,25.49
GLM-XPL,0.227,$368.66M,14.81
A7A5-WIF,0.227,$655.64M,7.29
FET-KAU,0.227,$709.44M,-11.5
JUP-2Z,0.2269,$896.29M,-63.0
KAG-KMNO,0.2269,$386.52M,29.9
GHO-FLUID,0.2268,$801.93M,4.62
SNX-SAFE,0.2268,$284.73M,-6.53
USDT-ONYC,0.2268,$183.72B,1.5
TIBBIR-XAUT,0.2267,$2.96B,60.91
SAFE-WIF,0.2267,$362.96M,13.7
STRCX-SFP,0.2267,$293.60M,12.11
ZAMA-2Z,0.2267,$309.01M,19.65
FDUSD-ENA,0.2266,$1.98B,44.21
PROM-FLOKI,0.2266,$336.52M,200.95
BORG-GRASS,0.2266,$412.48M,7.71
SN64-SENT,0.2265,$194.59M,7.08
PUMP-EIGEN,0.2265,$1.86B,13.46
EURSAFO-UUSD,0.2264,$1.33B,0.8
ZEN-MNT,0.2264,$2.02B,4.96
DCR-NXM,0.2264,$407.10M,37.26
IOTA-HNT,0.2263,$294.97M,9.53
CHIP-DRV,0.2263,$295.14M,14.81
EURCV-MELANIA,0.2262,$296.86M,21.66
XEC-DOGE,0.2262,$13.32B,13.34
EUTBL-VVV,0.2262,$1.73B,4.01
LIT-EURC,0.2262,$1.65B,111.0
PUMP-AXS,0.2262,$1.84B,8.09
CAKE-OZO,0.2261,$755.49M,24.08
REAL-1INCH,0.2261,$378.35M,20.25
ONDO-GNO,0.226,$2.10B,10.43
BTT-GRASS,0.226,$527.50M,3.48
RAIL-CARDS,0.226,$249.60M,-30.49
FDUSD-MON,0.2259,$632.93M,9.89
BP-AXS,0.2259,$270.67M,31.67
SYRUP-GOMINING,0.2259,$391.28M,45.64
MX-MELANIA,0.2258,$269.98M,21.42
SHFL-LINK,0.2258,$8.88B,24.55
JUP-DRV,0.2258,$900.42M,-15.08
EDGE-ENA,0.2258,$1.87B,46.73
OKB-TIA,0.2258,$2.63B,30.47
PROM-AI,0.2257,$312.86M,202.17
GRT-CARDS,0.2257,$318.10M,-19.2
SHIB-HTX,0.2257,$4.57B,2.13
TIBBIR-COMP,0.2256,$440.88M,63.09
TIBBIR-GRASS,0.2256,$477.22M,58.38
AR-SN51,0.2256,$276.15M,75.8
NFT-ETHFI,0.2255,$776.74M,36.16
IOTA-DRV,0.2255,$365.22M,24.1
IOTA-HTX,0.2255,$1.66B,-11.84
JASMY-GOMINING,0.2255,$352.34M,9.34
BP-BGB,0.2255,$1.49B,36.18
BFUSD-UUSD,0.2255,$1.42B,0.17
APYUSD-FIL,0.2255,$819.64M,1.01
VVV-ETHFI,0.2255,$1.39B,44.21
BAT-JUP,0.2254,$823.07M,-60.6
BTT-BP,0.2254,$401.51M,36.88
USDY-XCN,0.2254,$2.36B,5.21
EURCV-AR,0.2253,$373.84M,21.22
MET-WLD,0.2253,$1.50B,30.25
TIBBIR-SFP,0.2253,$383.07M,68.75
ATOM-PIEVERSE,0.2252,$1.11B,31.13
SAFE-JASMY,0.2251,$375.58M,-3.5
DYDX-CHZ,0.2251,$240.87M,-31.85
JUP-FLOKI,0.2251,$959.58M,-46.79
PYTH-CC,0.2251,$4.73B,18.07
SN51-SYRUP,0.2251,$343.03M,87.38
LEO-PUMP,0.2251,$10.16B,72.15
MON-CARDS,0.225,$430.81M,-1.93
STRCX-LIT,0.225,$1.34B,113.53
FRAX-USDTB,0.225,$700.08M,-0.6
USDAI-币安人生,0.225,$796.76M,-13.81
XTZ-CHEEMS,0.2249,$362.10M,-24.55
THBILL-HTX,0.2249,$1.60B,-2.97
SAFE-AKE,0.2249,$610.61M,3336.77
ZAMA-TIA,0.2249,$473.24M,40.35
EURSAFO-ENA,0.2248,$2.88B,44.84
MARSCOIN-AKT,0.2248,$333.38M,-32.58
ATOM-APYUSD,0.2248,$998.42M,-5.33
NEO-A7A5,0.2248,$602.94M,-7.81
PIEVERSE-ZEC,0.2248,$17.62B,99.78
FDUSD-TRX,0.2247,$31.85B,0.88
STRCX-SHFL,0.2247,$302.46M,4.84
SUN-XPL,0.2247,$576.95M,13.68
ZBCN-META,0.2247,$316.54M,30.52
ICP-VSN,0.2246,$1.59B,21.72
BCAP-DRV,0.2246,$1.15B,32.68
TRX-USDTB,0.2246,$32.00B,0.84
GOMINING-ETC,0.2246,$1.34B,16.28
STABLE-DYDX,0.2245,$844.28M,-14.47
MARSCOIN-JASMY,0.2245,$392.57M,-26.03
LIT-ALGO,0.2245,$2.03B,110.85
USELESS-BDX,0.2245,$853.20M,145.56
MET-PIEVERSE,0.2244,$398.42M,79.64
CAKE-XMR,0.2244,$10.66B,58.43
ULTIMA-XPL,0.2244,$443.29M,12.8
SN51-AKT,0.2244,$244.90M,46.12
USX-USDAI,0.2243,$518.89M,0.04
ULTIMA-NXM,0.2243,$289.85M,14.32
PUMP-AERO,0.2243,$2.19B,33.63
BR-BGB,0.2243,$1.48B,94.86
VSN-WLD,0.2242,$1.56B,6.43
STRCX-NEAR,0.2242,$3.06B,5.24
MON-EURC,0.2241,$766.38M,10.2
AR-ADA,0.2241,$8.08B,39.76
FLR-TRX,0.2241,$32.10B,-3.86
GRT-TRX,0.2241,$31.71B,-6.6
BFUSD-PUMP,0.2241,$3.00B,8.71
PYTH-PUMP,0.2241,$2.10B,43.51
ULTIMA-PAXG,0.2241,$2.10B,-2.53
EIGEN-UUSD,0.2241,$282.91M,4.92
FDUSD-KAU,0.224,$671.39M,0.4
TIBBIR-CC,0.224,$4.55B,42.76
GT-USAT,0.224,$1.09B,16.36
EURC-ZRO,0.224,$832.48M,11.23
SHIB-EGLD,0.224,$3.24B,33.85
NXM-APXUSD,0.224,$426.18M,18.02
STAC-ZRO,0.2239,$468.40M,11.45
ZEN-FLUID,0.2239,$237.25M,7.71
JASMY-ZRO,0.2239,$579.61M,7.04
UB-CHZ,0.2239,$480.94M,-19.68
VVV-APEPE,0.2239,$1.09B,4.18
TAO-TRUMP,0.2238,$2.80B,3.37
EURSAFO-MANA,0.2238,$1.37B,6.26
SNX-TRX,0.2238,$31.64B,-6.04
BSV-ULTIMA,0.2238,$520.29M,15.54
CRCLB-HNT,0.2238,$214.13M,65.45
EGLD-AI,0.2238,$363.22M,44.74
BCAP-VIRTUAL,0.2237,$1.41B,5.11
TIBBIR-2Z,0.2237,$423.97M,44.68
ALGO-USDTB,0.2237,$1.32B,0.22
REAL-NEO,0.2236,$399.44M,5.11
USDD-PENDLE,0.2236,$1.81B,25.28
BAT-DRV,0.2235,$290.44M,20.62
DCR-BFUSD,0.2235,$1.62B,19.12
OHM-RAY,0.2235,$522.70M,28.1
VSN-PIEVERSE,0.2234,$450.37M,55.82
ONDO-OKB,0.2234,$4.08B,24.7
XRP-USDGO,0.2234,$89.07B,9.45
EGLD-ZEC,0.2234,$17.47B,90.41
EURCV-BORG,0.2233,$366.66M,9.21
KOGE-OHM,0.2233,$516.63M,9.15
BTT-CARDS,0.2233,$426.35M,-7.15
NEAR-OHM,0.2233,$3.21B,11.23
EURCV-ZRO,0.2232,$552.23M,11.21
THETA-XMR,0.2232,$10.20B,40.31
LIT-SENT,0.2232,$1.28B,108.4
XEC-ALGO,0.2231,$985.37M,15.02
COMP-BP,0.2231,$303.72M,35.82
MX-RAY,0.2231,$382.47M,19.32
XPL-HTX,0.2231,$1.74B,13.79
XEC-IOTA,0.223,$324.91M,5.84
ZEN-USELESS,0.223,$366.46M,119.36
A-CARDS,0.223,$261.21M,-1.73
AWE-BGBTC,0.223,$212.16M,18.82
GRASS-XDC,0.223,$783.71M,-6.89
TWT-STRK,0.223,$467.77M,24.02
SNX-A7A5,0.2229,$577.41M,-12.95
MET-USDA,0.2229,$197.62M,40.93
IOTA-SUN,0.2228,$498.50M,-11.96
PENGU-UUSD,0.2228,$623.94M,11.73
BCH-OKB,0.2227,$7.26B,33.29
USDD-BGB,0.2227,$2.87B,3.89
MNT-XPL,0.2227,$2.15B,18.53
LIT-TRX,0.2226,$32.70B,111.46
XRP-USAT,0.2226,$87.89B,9.46
XRP-LEO,0.2226,$96.19B,72.94
XDC-VVV,0.2226,$1.40B,-2.35
FDUSD-USDTB,0.2225,$816.56M,0.06
EURCV-XDC,0.2225,$737.89M,-5.4
STAC-GRAM,0.2225,$4.00B,61.15
MNT-ZRO,0.2225,$2.25B,12.73
AWE-ETC,0.2225,$1.32B,9.01
CHEEMS-APEPE,0.2225,$347.05M,-10.46
AR-FLUID,0.2224,$290.11M,25.5
BCH-BP,0.2224,$5.07B,40.92
SUI-A7A5,0.2223,$3.59B,-5.68
BAT-PUMP,0.2223,$1.79B,-3.78
REAL-RAY,0.2223,$472.31M,26.05
ATH-APXUSD,0.2223,$410.85M,-0.94
MET-GLM,0.2222,$211.97M,39.58
IOTA-A7A5,0.2222,$635.00M,-15.05
USX-BR,0.2221,$328.81M,90.94
MX-BAT,0.2221,$266.87M,-12.35
VET-TRX,0.2221,$32.11B,20.71
STRCX-FIL,0.2221,$787.79M,2.15
USDAI-AI,0.2221,$500.39M,13.44
PENGU-SUN,0.222,$841.08M,8.61
GRT-AWE,0.222,$304.10M,-1.52
AVAX-APXUSD,0.222,$3.51B,4.27
USELESS-EIGEN,0.222,$415.56M,121.06
SHIB-TRX,0.222,$34.61B,5.83
TWT-BDX,0.222,$887.91M,73.9
STRCX-EDGE,0.2219,$369.65M,5.46
EDGE-TRUMP,0.2219,$823.63M,3.3
ZAMA-RAIL,0.2219,$246.96M,15.78
SFP-XPL,0.2219,$398.66M,25.89
TEL-DASH,0.2218,$1.02B,25.31
BSV-TRAC,0.2218,$482.98M,12.06
BCH-ZEN,0.2218,$5.10B,11.76
MANA-APYUSD,0.2218,$331.68M,7.33
USDGO-ETC,0.2218,$2.55B,3.11
XTZ-DASH,0.2217,$1.10B,27.04
LEO-CHZ,0.2217,$8.62B,38.99
ZRO-XPL,0.2217,$624.80M,27.54
LTC-SN51,0.2216,$4.15B,65.43
BSV-USDGO,0.2215,$1.69B,19.4
SHFL-PENGU,0.2215,$671.65M,13.54
ALGO-BDX,0.2215,$1.46B,38.27
ZK-CRVUSD,0.2215,$351.49M,-2.48
VSN-ETC,0.2214,$1.35B,20.72
JASMY-ADA,0.2214,$8.11B,15.06
ALGO-TRX,0.2214,$32.36B,1.04
ALGO-AERO,0.2214,$1.35B,25.18
NXM-GNO,0.2214,$413.86M,28.53
XEC-PENGU,0.2213,$667.49M,26.4
PROM-GALA,0.2213,$184.29M,184.08
AVUSD-UP,0.2213,$240.78M,-40.11
A7A5-SEI,0.2213,$769.54M,-8.9
OKB-PENDLE,0.2213,$2.62B,49.94
COMP-TRUMP,0.2212,$805.38M,4.3
ONDO-UB,0.2212,$2.13B,4.89
EURCV-LIT,0.2211,$1.37B,110.98
VSN-AERO,0.2211,$663.83M,42.57
MET-MNT,0.2211,$1.99B,43.29
GEOD-USDY,0.2211,$2.29B,27.63
IMX-OZO,0.221,$234.89M,-6.06
XCN-AERO,0.221,$679.87M,29.92
BFUSD-FLUID,0.221,$1.42B,4.66
USDTB-TRUMP,0.221,$1.09B,0.75
MINA-KAU,0.221,$433.71M,35.29
DYDX-DOGE,0.2209,$13.28B,-8.82
DYDX-STRK,0.2209,$299.33M,-16.67
LIT-ZAMA,0.2209,$1.31B,145.14
FRXUSD-MANA,0.2209,$258.09M,5.6
KAS-USDGO,0.2209,$2.18B,-4.17
EURCV-SHIB,0.2208,$3.28B,5.35
ANSEM-OZO,0.2208,$222.26M,0.21
JUP-CHZ,0.2208,$858.44M,-72.64
DCR-ULTIMA,0.2208,$484.27M,15.22
PAXG-SOSO,0.2208,$2.02B,-5.62
LDO-VVV,0.2207,$1.18B,26.12
CRCLB-USDAI,0.2207,$381.47M,12.15
PENDLE-KAU,0.2207,$670.67M,25.67
MON-OZO,0.2206,$424.44M,9.26
FLR-ULTIMA,0.2206,$759.47M,-8.55
USDD-LDO,0.2206,$1.81B,22.69
EGLD-PAXG,0.2206,$2.06B,30.17
EURCV-MON,0.2205,$486.14M,10.18
SAND-PUMP,0.2205,$1.80B,-3.73
USELESS-UUSD,0.2205,$332.72M,116.39
GHO-GT,0.2204,$1.61B,16.35
MET-USELESS,0.2204,$335.76M,157.7
MORPHO-INJ,0.2204,$2.21B,11.87
JASMY-APEPE,0.2204,$452.38M,-3.04
ICP-SN64,0.2203,$1.53B,13.42
SAND-STRCX,0.2203,$270.08M,-9.51
SENT-STRK,0.2203,$295.95M,-11.56
UUSD-ETHFI,0.2203,$637.61M,40.94
PYUSD-LDO,0.2202,$3.20B,22.74
BC-BAT,0.2202,$208.92M,114.89
CAKE-SUN,0.2202,$947.16M,21.67
ULTIMA-SYRUP,0.2202,$437.03M,28.6
ULTIMA-XAUT,0.2202,$2.90B,-2.48
FDUSD-HBAR,0.2201,$3.79B,-1.75
SHFL-GRT,0.2201,$333.96M,-5.49
JUP-FET,0.2201,$1.09B,-60.0
ULTIMA-BGBTC,0.2201,$277.79M,9.05
ZRO-JST,0.2201,$1.25B,28.36
DASH-AERO,0.2201,$1.36B,65.3
BTT-BUIDL,0.22,$3.13B,4.62
SEI-BDX,0.22,$936.38M,33.41
FET-SUN,0.22,$689.22M,-14.84
TAO-USDGO,0.2199,$3.55B,2.63
VSN-OKB,0.2199,$2.44B,42.23
BSV-APYUSD,0.2199,$523.35M,21.15
DCR-AERO,0.2199,$809.56M,44.04
TWT-VIRTUAL,0.2199,$709.14M,38.85
MINA-币安人生,0.2199,$612.10M,21.09
XTZ-DOGE,0.2198,$13.43B,-14.76
EUTBL-ENA,0.2198,$2.53B,44.78
ENS-A7A5,0.2198,$698.47M,4.8
VET-USDAI,0.2197,$874.12M,19.92
IOTA-USDGO,0.2197,$1.54B,-8.97
REAL-SN64,0.2197,$349.19M,16.15
USD1-TUSD,0.2197,$4.73B,0.05
DRV-MELANIA,0.2197,$293.55M,54.39
DOT-SHORT,0.2196,$1.62B,10.45
FDUSD-BSV,0.2196,$670.77M,19.45
GUSD-SHORT,0.2196,$247.21M,14.77
MX-USAT,0.2196,$344.55M,0.1
EURC-XDC,0.2196,$1.02B,-5.38
USDAI-XPL,0.2196,$540.76M,16.71
PYUSD-USDTB,0.2195,$3.35B,0.02
MORPHO-ENS,0.2195,$1.98B,31.33
EURCV-ENA,0.2194,$1.84B,44.51
MET-JUP,0.2194,$819.60M,-6.72
THETA-USDAI,0.2194,$456.32M,6.59
OZO-CHZ,0.2194,$267.43M,-25.06
EDGE-RAIL,0.2194,$332.65M,-16.15
PYTH-APXUSD,0.2194,$743.76M,34.68
APYUSD-PENDLE,0.2194,$519.86M,27.07
XLM-SENT,0.2194,$6.35B,-8.6
MORPHO-NEXO,0.2193,$2.58B,23.41
TIBBIR-BSV,0.2193,$580.97M,78.93
DYDX-ENA,0.2193,$1.75B,36.81
BAT-HTX,0.2193,$1.59B,-15.33
IMX-ADA,0.2192,$8.00B,13.4
THETA-APYUSD,0.2192,$361.91M,8.29
FF-GRT,0.2192,$527.91M,4.18
KMNO-LEO,0.2192,$8.62B,94.09
BCAP-KCS,0.2191,$1.93B,4.1
TIBBIR-PAXG,0.2191,$2.16B,60.86
ZAMA-ZEC,0.2191,$17.46B,96.08
BP-VVV,0.2191,$958.60M,35.65
WLD-BDX,0.2191,$2.02B,20.97
PYUSD-OZO,0.219,$3.00B,-0.57
VSN-BCH,0.219,$5.12B,26.28
THETA-DYDX,0.219,$274.28M,-0.81
DYDX-HBAR,0.219,$3.55B,-9.16
FF-MELANIA,0.219,$451.34M,32.92
LIT-FARTCOIN,0.219,$1.35B,95.06
EDGE-ATH,0.219,$305.94M,1.78
EDGE-ETHFI,0.219,$752.50M,43.38
EUTBL-MANA,0.2189,$1.03B,6.2
DOT-OZO,0.2188,$1.64B,-4.86
APT-APYUSD,0.2188,$690.69M,-4.55
JTO-CRCLON,0.2188,$331.50M,-5.62
CHIP-VVV,0.2188,$962.81M,-0.01
HNT-TWT,0.2188,$381.03M,51.84
STABLE-SHORT,0.2187,$842.88M,7.62
THETA-TWT,0.2187,$442.72M,39.88
BCH-A7A5,0.2187,$5.42B,2.59
GT-BDX,0.2187,$1.53B,55.9
CAKE-EDGE,0.2187,$844.91M,27.22
FRAX-OHM,0.2187,$518.07M,8.27
QTUM-AWE,0.2187,$209.41M,16.56
EURCV-FORM,0.2186,$294.17M,4.84
THETA-AWE,0.2186,$293.21M,12.45
DYDX-BCH,0.2186,$5.07B,1.31
DCR-FORM,0.2186,$407.73M,23.58
LTC-KAU,0.2186,$4.40B,10.86
APYUSD-TWT,0.2186,$453.97M,35.09
EURSAFO-IMX,0.2185,$1.34B,-4.81
FLR-USDGO,0.2185,$1.93B,-4.69
UB-PENDLE,0.2185,$672.30M,30.13
SOSO-XAUT,0.2185,$2.82B,-5.58
ASTER-DRV,0.2184,$2.14B,40.93
EGLD-VIRTUAL,0.2184,$585.57M,34.34
VIRTUAL-BR,0.2184,$532.64M,96.45
EURSAFO-MON,0.2183,$1.53B,10.51
MX-LIT,0.2183,$1.34B,110.74
CAKE-HTX,0.2183,$2.11B,21.78
JTO-LIT,0.2182,$1.39B,93.72
SN64-JST,0.2182,$985.20M,26.81
PYUSD-BTT,0.2181,$3.17B,4.63
IMX-KAU,0.2181,$446.77M,-5.14
GLM-ANSEM,0.2181,$205.64M,2.77
GRAM-BGB,0.2181,$5.29B,64.49
EIGEN-USDGO,0.2181,$1.54B,4.79
SYRUP-ADA,0.2181,$8.15B,51.35
VSN-COMP,0.218,$351.71M,21.18
SYRUP-AERO,0.218,$762.32M,57.42
